,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ImageURL,OnView,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.)
143092,The Poverty Line (Eggs) (Greece),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.4,Design,Architecture & Design,2023-05-04,Y,447923,https://www.moma.org/collection/works/447923,https://www.moma.org/media/W1siZiIsIjUzOTA2MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6b79e3ba20566a44,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
142976,Land Defenders (Data visualization for Atmos),Federica Fragapane,136154,"(Italian, born 1988)",(Italian),(1988),(0),(female),2021,Digital image,,Gift of the designer,97.2023,Design,Architecture & Design,2023-05-04,Y,447622,https://www.moma.org/collection/works/447622,https://www.moma.org/media/W1siZiIsIjU0MTA5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=00180f8f7457d5de,,,,,,,,,,
143094,The Poverty Line (Eggs) (Spain),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.6,Design,Architecture & Design,2023-05-04,Y,447925,https://www.moma.org/collection/works/447925,https://www.moma.org/media/W1siZiIsIjUzOTA2MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ce965b97ccb4032e,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143077,The Poverty Line (Tomatoes) (Kenya),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.12,Design,Architecture & Design,2023-05-04,Y,447908,https://www.moma.org/collection/works/447908,https://www.moma.org/media/W1siZiIsIjUzOTA0NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c0986e303b25a033,,,,,39.5,,,58.0,,
143095,The Poverty Line (Eggs) (Brunei),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.7,Design,Architecture & Design,2023-05-04,Y,447926,https://www.moma.org/collection/works/447926,https://www.moma.org/media/W1siZiIsIjUzOTA2MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=e66840fb29f5cf3b,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143096,The Poverty Line (Eggs) (Cambodia),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.8,Design,Architecture & Design,2023-05-04,Y,447927,https://www.moma.org/collection/works/447927,https://www.moma.org/media/W1siZiIsIjUzOTA2NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=8fd473ea2e287da9,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143097,The Poverty Line (Eggs) (China),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.9,Design,Architecture & Design,2023-05-04,Y,447928,https://www.moma.org/collection/works/447928,https://www.moma.org/media/W1siZiIsIjUzODk4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=309ffcb10104c387,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143028,"New Secretariat Building, Kolkata, India","Randhir Singh, Habib Rahman","133347, 75505","(Indian, born 1976) (Indian, 1915–1995)",(Indian) (Indian),(1976) (1915),(0) (1995),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,93.2023,Architecture,Architecture & Design,2023-05-04,Y,447692,https://www.moma.org/collection/works/447692,https://www.moma.org/media/W1siZiIsIjUzOTUzMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=94a5cae7c9617a63,,,,,,,,,,
143084,The Poverty Line (Tomatoes) (United Arab Emirates),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.19,Design,Architecture & Design,2023-05-04,Y,447915,https://www.moma.org/collection/works/447915,https://www.moma.org/media/W1siZiIsIjUzOTA1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=46178c57bd0d4f69,,,,,39.5,,,58.0,,
143078,The Poverty Line (Tomatoes) (Myanmar),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.13,Design,Architecture & Design,2023-05-04,Y,447909,https://www.moma.org/collection/works/447909,https://www.moma.org/media/W1siZiIsIjUzOTA0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=571c0f1152cabc27,,,,,39.5,,,58.0,,
143082,The Poverty Line (Tomatoes) (South Africa),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.17,Design,Architecture & Design,2023-05-04,Y,447913,https://www.moma.org/collection/works/447913,https://www.moma.org/media/W1siZiIsIjUzOTA1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=bca398a6ef44635d,,,,,39.5,,,58.0,,
142977,Noise Pollution (Data visualization for La Lettura),Federica Fragapane,136154,"(Italian, born 1988)",(Italian),(1988),(0),(female),2020,Digital image,,Gift of the designer,98.2023,Design,Architecture & Design,2023-05-04,Y,447623,https://www.moma.org/collection/works/447623,https://www.moma.org/media/W1siZiIsIjU0MTA5MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=79c6a10bcb9b1cb1,,,,,,,,,,
143079,The Poverty Line (Tomatoes) (Nigeria),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.14,Design,Architecture & Design,2023-05-04,Y,447910,https://www.moma.org/collection/works/447910,https://www.moma.org/media/W1siZiIsIjUzOTA0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=1e7b102569a704a2,,,,,39.5,,,58.0,,
143100,The Poverty Line (Eggs) (India),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.12,Design,Architecture & Design,2023-05-04,Y,447931,https://www.moma.org/collection/works/447931,https://www.moma.org/media/W1siZiIsIjUzODk4OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=a1478a3af73a6bf2,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143081,The Poverty Line (Tomatoes) (Singapore),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.16,Design,Architecture & Design,2023-05-04,Y,447912,https://www.moma.org/collection/works/447912,https://www.moma.org/media/W1siZiIsIjUzOTA0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=4f7d538146d61e1a,,,,,39.5,,,58.0,,
143080,The Poverty Line (Tomatoes) (Norway),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.15,Design,Architecture & Design,2023-05-04,Y,447911,https://www.moma.org/collection/works/447911,https://www.moma.org/media/W1siZiIsIjUzOTA0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2d601da983c07b06,,,,,39.5,,,58.0,,
143019,"Premabhai Hall, Ahmedabad, India","Randhir Singh, Balkrishna Doshi, Mahendra Raj","133347, 75518, 74066","(Indian, born 1976) (Indian, 1927 – 2023) (Indian, 1924 – 2022)",(Indian) (Indian) (Indian),(1976) (1927) (1924),(0) (2023) (2022),(male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,79.2023,Architecture,Architecture & Design,2023-05-04,Y,447683,https://www.moma.org/collection/works/447683,https://www.moma.org/media/W1siZiIsIjUzOTUzMyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=c76954b54f44aa0e,,,,,,,,,,
143027,"Kanchanjunga Apartments at Cumbala Hill, Mumbai, India,","Randhir Singh, Charles Correa","133347, 75460","(Indian, born 1976) (Indian, 1930–2015)",(Indian) (Indian),(1976) (1930),(0) (2015),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,91.2023,Architecture,Architecture & Design,2023-05-04,Y,447691,https://www.moma.org/collection/works/447691,https://www.moma.org/media/W1siZiIsIjUzOTUzMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3af7bbeaee062484,,,,,,,,,,
143021,"University of Dhaka Library, Dhaka, Bangladesh","Randhir Singh, Muzharul Islam","133347, 75481","(Indian, born 1976) (Bangladeshi, 1923–2012)",(Indian) (Bangladeshi),(1976) (1923),(0) (2012),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,81.2023,Architecture,Architecture & Design,2023-05-04,Y,447685,https://www.moma.org/collection/works/447685,https://www.moma.org/media/W1siZiIsIjUzOTUzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=80800ebae1f51340,,,,,,,,,,
143018,"Shri Ram Centre for Art and Culture, New Delhi, India","Randhir Singh, Shivnath Prasad, Mahendra Raj","133347, 75501, 74066","(Indian, born 1976) (Indian, born 1922) (Indian, 1924 – 2022)",(Indian) (Indian) (Indian),(1976) (1922) (1924),(0) (0) (2022),(male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,78.2023,Architecture,Architecture & Design,2023-05-04,Y,447682,https://www.moma.org/collection/works/447682,https://www.moma.org/media/W1siZiIsIjUzOTUzMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=dc8c027512218fa3,,,,,,,,,,
143022,"College of Arts and Crafts (Institute of Fine Arts), University of Dhaka, Bangladesh","Randhir Singh, Muzharul Islam","133347, 75481","(Indian, born 1976) (Bangladeshi, 1923–2012)",(Indian) (Bangladeshi),(1976) (1923),(0) (2012),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,83.2023,Architecture,Architecture & Design,2023-05-04,Y,447686,https://www.moma.org/collection/works/447686,https://www.moma.org/media/W1siZiIsIjUzOTUzNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2978141f58860372,,,,,,,,,,
143023,"India International Centre (IIC), New Delhi, India,","Randhir Singh, Joseph Allen Stein","133347, 75502","(Indian, born 1976) (American, 1912–2001)",(Indian) (American),(1976) (1912),(0) (2001),(male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,85.2023,Architecture,Architecture & Design,2023-05-04,Y,447687,https://www.moma.org/collection/works/447687,https://www.moma.org/media/W1siZiIsIjUzOTUyNiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ea2d4b023a71ec77,,,,,,,,,,
143024,"Golconde guesthouse, Puducherry, India","Randhir Singh, Antonin Raymond, George Nakashima, François (František) Sammer, Chandulal Shah","133347, 4827, 26803, 136164, 136165","(Indian, born 1976) (American, 1888–1976) (American, 1905–1990) (Czech, 1907 – 1973)",(Indian) (American) (American) (Czech) (),(1976) (1888) (1905) (1907) (0),(0) (1976) (1990) (1973) (0),(male) (male) (male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,86.2023,Architecture,Architecture & Design,2023-05-04,Y,447688,https://www.moma.org/collection/works/447688,https://www.moma.org/media/W1siZiIsIjUzOTUyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=ab4ef8fe8d7ce508,,,,,,,,,,
143025,"Dudhsagar Dairy, Mehsana, India","Randhir Singh, Achyut Kanvinde, Shaukat Rai","133347, 75483, 134611","(Indian, born 1976) (Indian, 1916–2002) (Indian, 1922 – 2003)",(Indian) (Indian) (Indian),(1976) (1916) (1922),(0) (2002) (2003),(male) (male) (),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,89.2023,Architecture,Architecture & Design,2023-05-04,Y,447689,https://www.moma.org/collection/works/447689,https://www.moma.org/media/W1siZiIsIjUzOTUyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=d13bdccda2df8053,,,,,,,,,,
143107,The Poverty Line (Eggs) (South Africa),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.19,Design,Architecture & Design,2023-05-04,Y,447938,https://www.moma.org/collection/works/447938,https://www.moma.org/media/W1siZiIsIjUzODk5NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=31d833ab0c8fa454,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143026,"Kamalapur Railway Station, Dhaka, Bangladesh,","Randhir Singh, Daniel C. Dunham, Robert Boughey, Louis Berger","133347, 136166, 75517, 84166","(Indian, born 1976) (American, 1929 – 2000) (American, born 1936)",(Indian) (American) (American) (),(1976) (1929) (1936) (0),(0) (2000) (0) (0),(male) (male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,90.2023,Architecture,Architecture & Design,2023-05-04,Y,447690,https://www.moma.org/collection/works/447690,https://www.moma.org/media/W1siZiIsIjUzOTUyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=3b27e58ca5c6a9ec,,,,,,,,,,
143087,The Poverty Line (Tomatoes) (Nepal),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.22,Design,Architecture & Design,2023-05-04,Y,447918,https://www.moma.org/collection/works/447918,https://www.moma.org/media/W1siZiIsIjUzOTA1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=0d173672f2186c4b,,,,,39.5,,,58.0,,
143020,"Sardar Vallabhbhai Patel Municipal Stadium, Ahmedabad, India,","Randhir Singh, Charles Correa, Mahendra Raj","133347, 75460, 74066","(Indian, born 1976) (Indian, 1930–2015) (Indian, 1924 – 2022)",(Indian) (Indian) (Indian),(1976) (1930) (1924),(0) (2015) (2022),(male) (male) (male),2020–2021,Digital photograph,,Committee on Architecture and Design Funds,80.2023,Architecture,Architecture & Design,2023-05-04,Y,447684,https://www.moma.org/collection/works/447684,https://www.moma.org/media/W1siZiIsIjUzOTUzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=2c637a0c5106be7e,,,,,,,,,,
143168,"“C” Type Mosque (Ahle-Hadith Mosque), Islamabad, Pakistan",Anwar Said,131936,"(Pakistani, born 1940)",(Pakistani),(1940),(0),(male),1969–1973 (redrawn 2021),two architectural drawings,"each: 25 3/4 × 33 1/4"" (65.4 × 84.4 cm)",Gift of the architect,75.2023.1-2,Architecture,Architecture & Design,2023-05-04,N,448168,,,,,0.0,,65.4,,,84.4,,
143076,The Poverty Line (Tomatoes) (India),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.11,Design,Architecture & Design,2023-05-04,Y,447907,https://www.moma.org/collection/works/447907,https://www.moma.org/media/W1siZiIsIjUzOTA0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=108299affc12148f,,,,,39.5,,,58.0,,
142975,Space Junk (Data visualization for BBC Science Focus),Federica Fragapane,136154,"(Italian, born 1988)",(Italian),(1988),(0),(female),2019,Digital image,,Gift of the designer,96.2023,Design,Architecture & Design,2023-05-04,Y,447620,https://www.moma.org/collection/works/447620,https://www.moma.org/media/W1siZiIsIjU0MTA5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6bf8e15c5271edc5,,,,,,,,,,
143101,The Poverty Line (Eggs) (Kenya),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.13,Design,Architecture & Design,2023-05-04,Y,447932,https://www.moma.org/collection/works/447932,https://www.moma.org/media/W1siZiIsIjUzODk4OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=85da0ad404f935da,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143163,"Tangalle Bay Beach Hotel, Tangalle, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1969–1973,nine sheets with pasted photographic prints,"each: 11 × 8 1/2"" (27.9 × 21.6 cm)",Committee on Architecture and Design Funds,66.2023.1-9,Architecture,Architecture & Design,2023-05-04,N,448160,,,,,,,27.9400558801,,,21.5900431801,,
143165,"SLIA Headquarters project, Colombo, Sri Lanka",Valentine Gunasekara,75527,"(Sri Lankan, 1931–2017)",(Sri Lankan),(1931),(2017),(male),1982,seven architectural drawings,"each (approx.): 25 × 40"" (63.5 × 101.6 cm)",Committee on Architecture and Design Funds,69.2023.1-7,Architecture,Architecture & Design,2023-05-04,N,448163,,,,,,,63.5001270003,,,101.6002032004,,
143102,The Poverty Line (Eggs) (Laos),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.14,Design,Architecture & Design,2023-05-04,Y,447933,https://www.moma.org/collection/works/447933,https://www.moma.org/media/W1siZiIsIjUzODk5MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6fc59ecd69373b52,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143066,The Poverty Line (Tomatoes) (Ethiopia),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.1,Design,Architecture & Design,2023-05-04,Y,447897,https://www.moma.org/collection/works/447897,https://www.moma.org/media/W1siZiIsIjUzOTAzNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=46bf72345fbd097a,,,,,39.5,,,58.0,,
143167,Coexistence,Jan Kaplický,135867,"(Czech, 1937 – 2009)",(Czech),(1937),(2009),(male),1984,seven architectural drawings,dims vary,Proposed purchase,71.2023.1-7,Architecture,Architecture & Design,2023-05-04,N,448167,,,,,,,,,,,,
143170,The Poverty Line (Tomatoes) (United States of America),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.24,Design,Architecture & Design,2023-05-04,Y,448251,https://www.moma.org/collection/works/448251,https://www.moma.org/media/W1siZiIsIjU0MDIyMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=cbb6cea3111e3cb4,,,,,39.5,,,58.0,,
143171,The Poverty Line (Eggs) (United States of America),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,94.2023.24,Design,Architecture & Design,2023-05-04,Y,448252,https://www.moma.org/collection/works/448252,https://www.moma.org/media/W1siZiIsIjU0MDIxOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=6209de20ed7db6ab,"""MoMA, Floor 2, 216""",,,,39.5,,,58.0,,
143067,The Poverty Line (Tomatoes) (Greece),"Chow and Lin, Stefen Chow, Huiyi Lin","135951, 136050, 136051","(Singaporean, born 1980) (Singaporean, born 1980)",() (Malaysian) (Singaporean),(0) (1980) (1980),(0) (0) (0),() (male) (female),2010-2020,Inkjet print,"each: 15 9/16 × 22 13/16"" (39.5 × 58 cm)",Gift of the Fund for the Twenty-first Century and Committee on Architecture and Design Funds,95.2023.2,Design,Architecture & Design,2023-05-04,Y,447898,https://www.moma.org/collection/works/447898,https://www.moma.org/media/W1siZiIsIjUzOTAzNSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDEwMjR4MTAyNFx1MDAzZSJdXQ.jpg?sha=fa83fbed2c4e1f41,,,,,39.5,,,58.0,,
